news,label
"Operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions .",0
The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .,1
BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation .,1
"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",0
"The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors .",1
The company then said it will focus its resources on clinical research .,1
"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .",1
"In Finland , Alma Media will focus on quality and developing chain operations .",1
The objective of the St. Petersburg office is first to boost the Company 's maintenance business .,1
"Changes being announced today will be effective after the close of trading on Friday , June 19 , 2009 .",1
"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .",1
EBIT excluding non-recurring items was estimated to increase from 2009 .,2
"According to Bosse , the present cooperation is beneficial to all parties , however .",2
`` Small well targeted acquisitions have played an important role in executing Satama 's strategy in the past couple of years .,1
No financial information was provided .,1
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,2
Analysts surveyed by Thomson Financial expected revenue of $ 69 million for the quarter .,1
"According to latest information , Benefon will launch its Twig device on 20 September 2006 .",1
"The order consists of outsourced application management , support and planning for Tecnotree and third-party applications .",1
"128,538 shares can still be subscribed for with Series E share options , max .",1
The company closed last year with a turnover of about four million euros .,1
"Currently it operates a fleet of eight carriers , as well as nine pushers and barges .",1
"Metso is a global supplier of sustainable technology and services for mining , construction , power generation , automation , recycling and the pulp and paper industries .",1
"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",2
"It projected revenue of $ 2.2 billion to $ 2.3 billion , slightly higher than analyst estimates of $ 2.19 billion .",2
This is the company 's first contract abroad .,1
"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .",1
"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .",1
"Today , we are connecting people in new and different ways - fusing advanced mobile technology with personalized services to enable people to stay close to what matters to them .",1
The contract includes an option to deliver an additional 75 ASCs in the next phases of the project .,1
"Thus the group 's balance sheet will have about EUR25 .8 m of goodwill , the company added .",1
"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .",1
This organization will assume the responsibility for operations in Russia .,1
Altogether Finnair has canceled over 500 flights because of the strike .,0
As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .,0
"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",0
"ADP News - Jan 13 , 2009 - Finnish industrial and environmental measurement equipment maker Vaisala Oyj OMX : VAIAS said yesterday it will develop an operational reference radiosonde for climate change observations .",1
"The company is now intensifying its smelter operations and increasing its annual production capacity to 230,000 tonnes of copper .",2
"This will be done domestically and in neighboring markets , both organically and through acquisitions .",1
"The company , which celebrates its fiftieth anniversary next year , has been exporting distinctive detached homes to Central Europe for several decades .",2
The business section also includes Ahlstrom 's sustainability report .,1
"`` QPR 8 integrated management system is the fastest , easiest and most efficient way for organizations all around the world to take control of their human-centric business processes .",2
The estimated synergy benefits are at least EUR7m annually .,2
`` The sale of the oxygen measurement business strengthens our goal to focus on our chosen market segments .,1
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",2
The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .,2
Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004 .,2
The solution will be installed in the USA to support the North American operations of the customer .,1
"The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses .",2
"The NTSB said investigators are set to conduct sight distance tests on July 18 , using trains similar to those involved in the accident .",1
"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .",1
Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .,0
This is bad news for the barbeque season .,0
"Based upon its unique fiber expertise and innovative approach , the company has a strong market position in several business areas in which it operates .",2
"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .",1
The plans will result in the introduction of new and highly specialized manufacturing methods and also entail changes to personnel at the facility .,1
"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people .",1
The company does not disclose the sum it applied for .,1
`` BG Crane has been a strong partner for Hiab in Australia for many years .,1
"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus .",2
The acquisition will have an immediate positive impact on Aspocomp 's financial result .,2
"As reported June 26 , `` both circuits continued to alternately report the track as vacant and then occupied almost constantly from June 17 , when part of the track signaling device was replaced , to the time of the crash , according to the Metro source . ''",1
"POYRY PLC Additional information by : Heikki Malinen , President and CEO , Poyry PLC tel. +358 10 33 21307 Poyry is a global expert in consulting and engineering .",1
The full MidnightTrader extended-hours trading analysis and news service is available in real-time through COMTEX .,1
"According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of Tekla -¦ s shares and voting rights .",1
RIM has revamped the BlackBerry OS UI with the 6.0 version of the mobile operating system .,1
"Nyrstar has also agreed to supply to Talvivaara up to 150,000 tonnes of sulphuric acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate .",2
Technopolis has approximately 130 customer companies in Jyvaskyla .,1
The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,2
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",0
"CapMan , the Stockholm-headquartered private equity firm , has held a first close on its second private equity real estate fund as it continues its push into the property sector .",1
The costs of the new ropax vessels are 30 % lower than those of the present ones .,2
"Apart from Nordea , also Ergo is competing for the position among the top three pension funds providers in Estonia .",1
"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",1
Metsaliitto said that it will book a minor gain of less than EUR1 .0 m from the transaction .,2
"L&T is operative in Finland , Sweden , Latvia , Russia and Norway .",1
`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,1
The purchase price was not disclosed .,1
It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .,2
"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 .",1
Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,2
E 's building system service had revenue of EUR 355 mln in 2007 .,1
Metso will supply the equipment for two process lines at Northland Resources ' new Kaunisvaara iron ore project in Sweden which exploits Tapuli and Sahavaara iron ore deposits .,2
"The 5,000 megawatt wind farm being planned in Raahe would be built offshore in front of Ruukki 's Raahe Works .",1
"The other seats would go to Edgar Edmonds , an American with experience of the clothing and retail industry , and Christian Fischer , an Austrian with experience in the winter sports goods business .",1
"Motorola Inc. of the United States came second with shipments of 217.4 million units for a 21.3 percent market share , followed by South Korea 's Samsung Electronics Co. with shipments of 118.0 million units for an 11.6 percent share .",1
"There has been some recovery of the base metals prices and increased demand for metals in China , however .",2
"They re in a race with Google to get lots of users onto their service as social networking creates new business models , said Martin Garner , a London-based analyst with CCS Insight .",1
"Finnish construction company YIT Corporation is planning to build about 200 high-quality holiday homes near the Tahko ski and spa resort , in Finland .",2
"The money will be spread mainly over 2011 and 2012 , the company said .",1
"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .",2
"In the reporting period , EPS stood at EUR0 .07 versus EUR0 .11 .",0
"Among paper issues , Stora Enso R was little changed -- up 0.08 pct at 12.03 eur , UPM-Kymmene was 0.48 pct higher at 18.77 eur and M-real B added 0.50 pct to 3.99 eur .",1
AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,1
"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .",1
in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,0
All of Raisio 's divisions recorded an operating profit .,2
"Stockmann and Swedish sector company AB Lindex entered into an agreement on September 30 , 2007 , whereby Stockmann , or a wholly-owned subsidiary of it , will make a public tender offer for all of Lindex 's issued shares .",2
"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .",1
"This action follows personnel negotiations concerning Elcoteq SE , Finnish Branch , Elcoteq Finland Oy and Elcoteq Design Center Oy .",1
"However , the total orders received will still be above last year s levels .",2
Incap Corporation Stock Exchange Release 4 May 2010 at 8.30 a.m. INCAP CORPORATION 'S DIRECTED SHARE ISSUE WAS SUBSCRIBED IN FULL The Board of Incap Corporation has approved the subscriptions of directed share issue .,1
The company says the measures are no longer needed .,1
"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , plans to double its revenues by 2007-2008 .",2
"The most important export markets are Norway , Germany , Russia and France .",1
"They are responsible for their own operations , customer relationships , and the development of these .",1
"In 2008 , it generated net sales of EUR 9.3 million USD 13.1 m .",1
"The total headcount reduction will be 50 persons , the company said .",0
As a consequence of the merger the number of administration personnel at the factories will be reduced by six .,1
It is the first application in the market for invoice and purchase requisition approval with a mobile device .,1
"Tiimari 's registered share capital is 16,474,755 shares as per today .",1
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .,2
As a result some 20 persons will no longer be needed .,0
The annual Thesis contest is aimed to enhance the thesis quality and to strengthen the thesis culture in polytechnics .,2
"The Swedish buyout firm has sold its remaining 22.4 percent stake , almost eighteen months after taking the company public in Finland .",1
The deal also includes a ten-year maintenance agreement .,1
"It 's `` finger-friendly '' , and to my opinion , really fast .",1
"As a result of the transaction , Sanoma Budapest has acquired a stake in the online store Egeszsegbolt .",1
The first phase will be completed by the end of 2012 .,1
"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .",1
"To achieve synergy targets related to the acquisition , Vaisala is consolidating its manufacturing , depot and data services , and finance activities currently located in Uniontown , Pennsylvania , St. Louis , Missouri and Durham , North Carolina .",1
"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .",2
"Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish companies operating in the traditional industries .",1
"The Stena Poseidon is a so-called Panamax tanker , designed to be able to pass through the narrow passages in the Panama Canal 's locks .",1
"Votorantim Celulose e Papel ( VCP ) is part of the Votorantim Group , a major Brazilian conglomerate .",1
"Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 .",2
The through service of FESCO is a telling example of strengthening the relationship between logistics companies and operators at the international level .,2
The parties have agreed to negotiate definitive distribution and license agreements by the end of June 2010 .,2
"It comes complete with an LCD touch screen system for selection of your chosen function and prices start at around the pounds 4,805 mark .",1
"Glaston , headquartered in Tampere , Finland , is a growing and international glass technology company .",1
"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .",1
The company expects its net sales for the whole 2009 to be at previous year levels .,1
"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",0
"During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them .",1
About Stonesoft Corporation Stonesoft Corporation ( OMX : SFT1V ) is an innovative provider of integrated network security solutions to secure the information flow of distributed organizations .,1
"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place .",1
Competition authorities will have to approve the deal before it can be finalized .,1
No blind-spots coming from 1 vantage point allows investigators to see the whole story in high resolution with no unbroken video .,1
Elisa will expand the use of this technology provided the pilot proves successful .,1
"Some 250 people , of whom more than 200 are workers , will be retiring from the Raahe Works between 2008 and 2011 .",1
"The first installment of the Cinema Series concludes with a profile of Finnish inventor Olavi Linden , whose personal artistic journey and work at Fiskars has led to dozens of design awards .",1
` Pulp and paper industries are growing in countries like China and Russia .,1
"The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles .",1
"ABOUT MIDNIGHTTRADER : MidnightTrader is the premier source of extended-hours US equity trading analysis , news and forecasting for the retail and institutional investment community .",1
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",2
The company is presently examining whether the project would be financially feasible .,1
"Under the deal , Know IT will pay SEK90m ( USD12 .8 m-EUR8 .6 m ) in cash and stock .",1
"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .",1
The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .,2
"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+ä+äN SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+ñ+ñn Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .",1
The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007 .,0
The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,1
Total operating revenue grew by 27.6 % year-on-year to EUR61m .,2
The total project duration is three years and it is valued at some EUR11 .5 m.,1
"Cramo , headquartered in Vantaa , Finland , rents construction machinery and equipment , as well as rents and sells modular space .",1
QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress .,1
Press release 3 September 2009 Ruukki continues to be listed in two Dow Jones Sustainability Indexes : DJSI World and DJSI STOXX .,1
"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",0
"HELSINKI AFX - Cramo said it has agreed to sell Cramo Nederland BV CNL , its Dutch machinery and equipment rental unit , to Jaston Groep for an undisclosed sum .",1
"PCS Digital Guatemala has been using Tecnomen 's prepaid system in Telgua fixed networks as well as code division multiple access , or CDMA , and global system for mobile communication , or GSM , since 2003 .",1
"In addition , YIT has reserved EPI Russia the right to expand the logistics center by about 100,000 m2 .",1
"Dopplr members share personal and business travel plans privately with their networks , and highlight interesting places to stay , eat and explore in cities around the world .",1
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",2
"In Finland , media group Talentum will start personnel negotiations to cut staff in parent company Talentum and publishing unit Talentum media .",0
"Finnish real estate company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki .",1
HELSINKI ( AFX ) - Outokumpu said it has agreed to sell the Hitura nickel mine in Finland to Canadian group Belvedere Resources Ltd for 10 mln eur worth of Belvedere shares .,1
"mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 .",2
"A total of 750,330 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed in December exercising the A-B-C options based on the company 's stock option plan 1999 .",1
"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .",2
Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe .,2
"FinancialWire tm is a fully independent , proprietary news wire service .",1
GenVec is a biopharmaceutical company developing novel therapeutic drugs and vaccines .,1
Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,0
"The Group brand portfolio includes the leading brand in the industry , Rapala , and other global brands like VMC , Storm , Blue Fox , Luhr Jensen , Williamson , Marttiini and Sufix .",1
The expanded plant is scheduled to be operational by the middle of October 2009 .,1
"Meanwhile , Alfa owns 25.1 % of MegaFon through Altimo , and 4.99 % of Turkcell via an 18.5 % stake in Cukurova Holding .",1
"MANAVIGATOR-November 1 , 2010-Deal snapshot : SWEDISH PEAB BUYS EQUIPMENT RENTAL FIRM CRAMO Swedish construction company Peab AB ( STO : PEAB B ) announced the acquisition of equipment rental company Cramo Entreprenadmaskiner AB from Finnish group Cramo Oyj ( HEL : CRA1V ) .",1
"Only L+ñnnen Tehtaat showed a loss , but it has only recently started streamlining measures .",1
Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,0
Mformation provides enhanced management of these applications by enabling configuration and control throughout their lifecycle .,1
Nokia Corp of Finland Tuesday said it has received a unified device managment contract with Finnish operator Elisa Oyj .,1
The company 's equipment rental portfolio consists primarily of tools for small and mid-sized customers in the construction industry .,1
"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .",2
"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities .",1
Precedex is approved for IV sedation of initially intubated and mechanically ventilated patients in intensive care .,2
"have notified that as a result of the Company issuing 14,432,000 new shares in the directed offering , the joint holdings of Pequot has decreased below 1-10 to 9.63 % of total number of shares and votes in the Company .",0
"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",2
"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",0
"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",0
Finnish fibers and plastics producer Suominen Corporation OMX Helsinki : SUY1V reported on Wednesday 22 October an operating loss of EUR0 .8 m on net sales of EUR55 .2 m for the third quarter of 2008 .,1
The proposed consolidation activities will impact approximately 30 positions .,1
"According to Eijkens , a publisher can do much more than just publish colourful books : a publisher can provide value added to information by individualising it .",1
The recent troubles simply make NETeller cheaper .,0
`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . '',2
The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,1
"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices .",1
"Higher bit rates for outgoing traffic improves the end-user experience of mobile broadband services such as video conferencing , file sharing and sending e-mails with attachments .",2
Pharmaceuticals - Italy This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Italy .,1
The solid fuel is heated before sludge is mixed therein . '',1
"H1 '08 H1 '07 Q2 '08 Q2 '07 in mln euro , unless otherwise stated Net sales 386 328.6 201 160.7 Operating profit 46.3 35.8 23.2 9.5 Pre-tax profit 33.6 26.9 18.7 5.1 Net profit 25.1 25.4 14 4.0 EPS in euro 2.20 2.36 1.24 0.38 1.0 euro = $ 1.60 www.componenta.com",1
The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 .,2
"In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel .",2
"Nevertheless , the development can not be allowed to ruin the print newspaper , which continues to be Sanoma News ' main medium .",1
"`` Each year , personal entertainment plays a more significant role in determining whether a fitness facility 's workout experience is pleasurable or a chore , '' said Brian Wilson , director of marketing for Precor 's Entertainment & Services Division .",1
"Our strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors .",2
"According to PKC , the acquisition would bring a significant addition to PKC 's customer base .",2
"To prove the efficiency of the China Mobile system , Rod Baber , an English climber , climbed to the Mount Everest summit and successfully made calls .",2
"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania .",1
"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",0
"Employing 112 in Finland and 280 abroad , the unit recorded first-quarter 2007 sales of 8.6 mln eur , with an operating loss of 1.6 mln eur .",0
BM4 middle layer headbox will be equipped with a dilution control system .,1
The new chain has 700 discount stores and 250 supermarkets .,1
"LLC , a voice and data management solution provider to wireless companies with operations worldwide , will be transferring its U.S. deployment operations to the Finnish mobile giant , which includes civil works and site acquisition services .",1
"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",2
"Tyrv+ñinen is of the opinion that the airline has been repeating this for some time already , however .",1
According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .,1
The deal strengthens Ramirent 's position especially in the industrial sector and in large investment projects .,2
The layoffs were aimed at reaching an annual savings target of 1.5 billion euros $ 2 billion by the end of 2010 .,2
"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .",1
"Previously , the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year .",2
hybrid bond 18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,1
"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases .",1
The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 % .,2
TietoEnator signed an agreement to acquire Indian research and development ( R&D ) services provider and turnkey software solutions developer Fortuna Technologies Pvt. Ltd. for 21 mln euro ( $ 30.3 mln ) in September 2007 .,1
"Upgrades include a five megapixel camera , voice control , and what looks to be an optical mouse instead a D-pad -- an upgrade click-happy S60 has needed forever .",2
`` Our approach is very much to only use raw materials that are produced in line with the principles of sustainable development .,1
The four-year contract between the bank and Ski Sport Finland will bring the bank 's advertisements to skiers helmets and caps .,1
"Thus the method will cut working costs , and will fasten the planning and building processes .",2
Currently Alfred A Palmberg is putting the finishing touches to one of Finland 's biggest ever re-plumbing and bathroom refurbishment projects also in the district of Vuosaari .,1
"However , he expects banks to provide alternative financing .",2
"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .",2
"In November , the Finnish government decreased its ownership in the company further to 31.1 percent from 38 percent .",1
"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic .",0
Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,2
"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities .",1
Both the net sales and operating profit were record high in the company 's history .,2
"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",0
Sanoma will continue to focus on investing in digital media and on strengthening its market positions .,1
"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) .",1
Finnish media group Talentum has issued a profit warning .,0
The group 's 12-month operating profit grew 31 percent to 337.8 million euros .,2
Finnish Bank of +àland +àlandsbanken has issued a profit warning .,0
"Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today it will temporarily lay off up to 200 people for a maximum of 90 day in Finland , aiming to achieve cost savings of EUR 1.7 million USD 2m in the second half of 2010 .",0
Nordic Walking was first used as a summer training method by cross-country skiers .,1
Okmetic has used the furnaces for the contract manufacturing of solar crystals .,1
Etteplan targets to employ at least 20 people in Borl+ñnge .,2
"Following its strategy , Tikkurila has established a fully-owned sales company TOO Tikkurila in Almaty , Kazakhstan , for marketing decorative paints under the Finnish Tikkurila brand and the Russian Teks brand .",1
"The company 's scheduled traffic , measured in revenue passenger kilometres RPK , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009 .",2
"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki .",1
"According to business media reports , Usmanov planned to transfer his MegaFon stake to the state-controlled Svyazinvest , in exchange for a stake in the merged RosTelecom .",1
As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .,0
"Finnish P+Âyry has been awarded an engineering contract by CFR , the national railway company of Romania .",2
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",0
- The Group -¦ s result before taxes was EUR -1.9 ( -3.0 ) million .,0
"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full .",1
"MANAVIGATOR-September 7 , 2010-Kemira unveils Indian JV with IVRCL Finnish chemicals group Kemira ( HEL : KRA1V ) on Tuesday announced it has inked a deal to form a joint venture in India with local construction firm IVRCL Infrastructure and Projects Ltd ( BOM :530773 ) .",2
"In 2007 , Etteplan had turnover of EUR125 .2 m.",1
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,0
Lean System supports change management and component purchasing extremely well .,2
"According to ACNielsen 's ScanTrack study for the period week 10 of 2005 to week 9 of 2006 , Coca-Cola is the market leader in soft drinks in Finland .",2
Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 .,1
"The selling consortium includes funds managed by OKO Bank 's venture capital unit , Bio Fund Management and Finnish Industry Investment , a government-owned investment group .",1
We look forward to helping the company develop its operational services and further digitalize its services for its customers . '',2
"Janno Reiljan , a member of the Eesti Energia supervisory board , said the owners of Narva Power Grid had informed Eesti Energia about their wish to sell .",1
EBIT margin was up from 1.4 % to 5.1 % .,2
"In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees .",1
( The acquisition sum has not been disclosed . ),1
The machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood .,1
"`` We are delighted to announce our support for Intel based handheld platforms , the capabilities of which have made our development easier and faster .",2
"It is also set to launch a messaging service in the next few days , which would enable users to access their e-mail accounts on MS Exchange .",1
This beauty is an updated version of her chichi loop shade launched in 2001 .,1
The Finnish company has also reached arrangements regarding the working hours and annual holidays .,1
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",0
"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .",1
Incap Furniture is presently negotiating staff cuts .,0
"Jun. 14 , 2009 ( AOL Weblogs delivered by Newstex ) -- Looks like the E71 is about to be upstaged as Nokia 's ( NYSE : NOK ) premier business-class smartphone -- someone in Espoo 's just hit the corporate YouTube account with this promo video for an E72 .",1
"The program , which was started in the summer of 2007 , was originally estimated to last approximately two years .",1
"Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE .",2
"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .",0
"The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .",2
The actions are expected to deliver annual cost savings of some EUR15-20m .,2
Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011 .,2
